stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
43.418637,0,3238,-79.725062,,,,,Wyecroft Rd + South Service Rd West,0,1278,
43.481869,0,2776,-79.686739,,,,,Grosvenor St + Kimberley Dr,0,1244,
43.4326,0,2404,-79.743,,,,,Heritage Way + Postmaster Dr,0,708,
43.417,0,2645,-79.7107,,,,,Bridge Rd + Trudale Ct,0,709,
43.460753,0,2217,-79.749379,,,,,Dundas St. West + Lion Valley Park Rd,0,1176,
43.466787,0,2959,-79.711431,,,,,Upper Middle Rd East + 6th Line,0,704,
43.4743,0,2890,-79.7282,,,,,River Glen Blvd + Howell Rd,0,706,
43.4695,0,2900,-79.7209,,,,,Munn's Ave + 6th Line,0,707,
43.476695,0,2854,-79.699992,,,,,Upper Middle Rd East + Golden Briar Trail,0,700,
43.439832,0,2673,-79.685197,,,,,Mary St + Margaret Dr,0,701,
43.502,0,3424,-79.7044,,,,,Dundas St East + Meadowridge Dr,0,393,
43.4177,0,2653,-79.6986,,,,,Rebecca St + Warminster Dr,0,392,
43.443677,0,2558,-79.689946,,,,,230 Speers Rd,0,391,
43.4961,0,3246,-79.6459,,,,,Royal Windsor Dr + Winston Churchill Blvd,0,89,
43.414763,0,3075,-79.72936,,,,,Wyecroft Rd + Westgate Rd,0,397,
43.460693,0,1012,-79.730184,,,,,Neyagawa Blvd + River Oaks Blvd West,0,396,
43.3859,0,2331,-79.7172,,,,,Lakeshore Rd West + Cudmore Rd,0,394,
43.4592,0,3069,-79.6756,,,,,Cornwall Rd + Watson Ave,0,82,
43.4078,0,2627,-79.7094,,,,,Rebecca St. + Sable St.,0,83,
43.4229,0,2646,-79.7049,,,,,Bridge Rd + Warminster Dr,0,80,
43.488638,0,2834,-79.650988,,,,,Ford Dr south of Royal Windsor Dr,0,81,
43.4608,0,2942,-79.6904,,,,,Leighland Ave + Robarts Rd,0,87,
43.4326,0,2405,-79.7402,,,,,Merchants Gate + Heritage Way,0,84,
43.491864,0,2290,-79.655416,,,,,Sheridan Garden Dr + Ford Dr,0,85,
43.492747,0,2998,-79.649535,,,,,2402 Royal Windsor Dr,0,797,
43.4018,0,2392,-79.7221,,,,,Bridge Rd + Ventura Dr,0,796,
43.467169,0,3416,-79.670968,,,,,Cornwall Rd at Oakville Greenhouse,0,795,
43.4317,0,2725,-79.7255,,,,,Abbeywood Dr + Pilgrims Way,0,794,
43.3806,0,3374,-79.7363,,,,,Burloak Dr + Eaton Ave,0,793,
43.458,0,3070,-79.6772,,,,,Cornwall Rd + Allan St,0,792,
43.502541,0,3429,-79.703333,,,,,Dundas St East + Meadowridge Dr,0,791,
43.445499,0,2393,-79.732944,,,,,Loyola Catholic Secondary School,0,790,
43.441806,0,1035,-79.763556,,,,,Pine Glen Rd + Postmaster Dr,0,141,
43.511175,0,2277,-79.686868,,,,,Bristol Circle + Portland Dr,0,799,
43.410316,0,2869,-79.706331,,,,,Rebecca St + 3rd Line,0,798,
43.4404,0,3199,-79.7601,,,,,Postmaster Dr + Kingsridge Dr,0,110,
43.503668,0,3276,-79.637709,,,,,2400 Royal Windsor Dr,0,612,
43.501758,0,2110,-79.738557,,,,,Trafalgar Rd + Burnhamthorpe Rd East,0,1658,
43.501601,0,2111,-79.737882,,,,,Trafalgar Rd + Burnhamthorpe Rd East,0,1659,
43.425521,0,2703,-79.70215,,,,,Bridge Rd + Lees Ln,0,613,
43.48076,0,2132,-79.73387,,,,,16 Mile + Larry,0,1652,
43.48159,0,2133,-79.73268,,,,,16 Mile + 6th Line,0,1653,
43.46633,0,2130,-79.74698,,,,,Neyagawa + 16 Mile,0,1650,
43.487978,0,2108,-79.720021,,,,,Trafalgar Rd + Dundas St East,0,1656,
43.487801,0,2109,-79.719282,,,,,Trafalgar + Dundas,0,1657,
43.481691,0,1056,-79.708049,,,,,Golden Briar Trail + Glenashton Dr,0,1312,
43.491171,0,2107,-79.680692,,,,,Joshuas Creek Dr + Ironoak Way,0,1655,
43.435849,0,3434,-79.754565,,,,,Westoak Trails Blvd + Arbourview Dr,0,587,
43.479392,0,2921,-79.632124,,,,,Devon Rd + Lakeshore Rd East,0,584,
43.40312,0,2578,-79.723076,,,,,Bridge Rd + Trevor Dr,0,1273,
43.4438,0,3020,-79.7302,,,,,Pilgrims Way + Nottinghill Gate,0,580,
43.5059,0,2274,-79.6797,,,,,Bristol Circle + Plymouth Dr,0,1133,
43.4345,0,3058,-79.701,,,,,Speers Rd east of 4th Line,0,1274,
43.445121,0,2226,-79.745256,,,,,Westoak Trails Blvd + Bloomfield Dr,0,1131,
43.4774,0,2920,-79.6339,,,,,Lakeshore Rd East east of Kingsford Pl,0,1130,
43.4374,0,2423,-79.7426,,,,,Third Line + Upper Middle Rd West,0,1137,
43.4727,0,1051,-79.723558,,,,,Holy Trinity H. S.,0,1136,
43.45985,0,3100,-79.712207,,,,,Oxford Ave + Ringwood Rd,0,1135,
43.4676,0,2241,-79.7227,,,,,Munn's Ave + Margot St,0,589,
43.4366,0,3303,-79.7067,,,,,South Service Rd West + 4th Line,0,245,
43.429099,0,2105,-79.782813,,,,,Colonel William Pkwy + Dundas St West,0,1667,
43.5159,0,2702,-79.6725,,,,,Winston Churchill Blvd + Plymouth Dr,0,247,
43.4038,0,3351,-79.7305,,,,,Speers Rd + Bronte Rd,0,241,
43.483479,0,2968,-79.721366,,,,,Oak Walk Dr + Oak Park Blvd,0,148,
43.4759,0,2311,-79.6533,,,,,Devon Rd + Maple Grove Dr,0,243,
43.4325,0,3005,-79.7582,,,,,Westoak Trails Blvd + Ashmore Dr,0,242,
43.421822,0,2658,-79.693838,,,,,Rebecca St. + Spring Garden Rd.,0,615,
43.4174,0,2654,-79.6987,,,,,Rebecca St + Woodside Dr,0,249,
43.486562,0,2842,-79.700421,,,,,Glenashton Dr + Glenora Dr,0,248,
43.4648,0,2983,-79.7092,,,,,Sixth Line + Elm Rd,0,1072,
43.4461,0,3202,-79.7601,,,,,Pine Glen Rd. + Parkglen Ave.,0,760,
43.470348,0,2125,-79.744452,,,,,16 Mile + E/ of Trailside,0,1664,
43.4687,0,2526,-79.7361,,,,,River Glen Blvd + Towne Blvd,0,418,
43.4235,0,3325,-79.7725,,,,,Colonel William Pkwy + Dewsbury Dr,0,519,
43.4471,0,3119,-79.668,,,,,Church St. + Dunn St. (EB),0,518,
43.48046,0,2113,-79.69551,,,,,UpperMiddle + 8th,0,1661,
43.4478,0,2482,-79.7128,,,,,Old Abbey Ln + Dorval Dr,0,1009,
43.4064,0,3160,-79.7005,,,,,Third Line + Venetia Dr,0,1008,
43.400075,0,2579,-79.720743,,,,,Bridge Rd west of Wyatt St,0,511,
43.4096,0,2581,-79.7192,,,,,Bridge Rd + Wyandotte Dr,0,510,
43.428062,0,3057,-79.757662,,,,,Grand Oak Trail + Hemford Dr,0,1310,
43.436567,0,3433,-79.75405,,,,,Westoak Trails Blvd + Brookhaven Cr,0,512,
43.412484,0,2628,-79.709142,,,,,Third Line + Tansley Dr,0,515,
43.5158,0,3342,-79.6757,,,,,Bristol Circle + south of Brighton Rd,0,1002,
43.41182,0,3078,-79.732174,,,,,Wyecroft Rd + Pacific Rd,0,517,
43.4834,0,2774,-79.6838,,,,,Grand Blvd + Falgarwood Dr,0,516,
43.4355,0,2977,-79.7137,,,,,1155 North Service Rd West,0,623,
43.481356,0,3150,-79.710428,,,,,Trafalgar Rd + Glenashton Dr,0,1226,
43.47298,0,2767,-79.690442,,,,,Holton Heights Dr + Grand Blvd,0,1225,
43.504644,0,2315,-79.670733,,,,,Upper Middle Rd East + Buckingham Rd,0,620,
43.4508,0,2307,-79.6701,,,,,Reynolds St + Palmer Ave,0,1223,
43.417054,0,3361,-79.718998,,,,,2070 Speers Rd,0,1222,
43.469276,0,2939,-79.680183,,,,,Iroquois Shore Rd + 8th Line,0,1221,
43.4391,0,3022,-79.7349,,,,,Pilgrims Way + Bishops Gate,0,624,
43.455976,0,3072,-79.678972,,,,,Cornwall Rd + Reynolds St,0,450,
43.435837,0,2398,-79.735988,,,,,Abbey Park High School,0,451,
43.4237,0,2660,-79.6918,,,,,Rebecca St. + Maplehurst Ave.,0,452,
43.467538,0,3417,-79.671167,,,,,Oakville Greenhouse,0,628,
43.4451,0,2552,-79.6839,,,,,Kerr St + Stewart St,0,454,
43.4452,0,2225,-79.7455,,,,,Westoak Trails Blvd + Bloomfield Dr,0,1229,
43.4566,0,2601,-79.6723,,,,,MacDonald Rd + Watson Ave,0,179,
43.4776,0,3398,-79.6727,,,,,1303 North Service Rd East,0,178,
43.430173,0,3308,-79.770467,,,,,Bronte Rd + Khalsa Gate,0,1139,
43.46421,0,2963,-79.703158,,,,,McCraney St East at White Oaks SS,0,199,
43.4009,0,2343,-79.7041,,,,,Lakeshore Rd West west of Solingate Dr,0,175,
43.4358,0,2399,-79.7354,,,,,Glen Abbey Gate at Abbey Park H. S.,0,174,
43.381828,0,2326,-79.717203,,,,,Lakeshore Rd West east of Shelburne Place,0,173,
43.447572,0,3015,-79.72565,,,,,Monastery Dr + Dorval Dr,0,172,
43.491059,0,3405,-79.680854,,,,,Joshuas Creek Dr + Ironoak Way,0,171,
43.4943,0,2802,-79.6604,,,,,Wynten Way + Gable Dr,0,170,
43.484322,0,2213,-79.717987,,,,,Hays Blvd. + Taunton Rd.,0,977,
43.463531,0,2510,-79.707212,,,,,Sixth Line + Miller Rd.,0,976,
43.47143,0,3064,-79.667585,,,,,Cornwall Rd. + Morrison,0,975,
43.401703,0,2407,-79.722193,,,,,Bridge Rd + Ventura Dr,0,972,
43.441639,0,2542,-79.678083,,,,,Kerr St + Bond St,0,971,
43.38604,0,3376,-79.738794,,,,,Opposite of 500 Great Lakes Blvd,0,970,
43.465471,0,2753,-79.692139,,,,,McCraney St East + Sewell Dr,0,1080,
43.464342,0,2527,-79.731048,,,,,Towne Blvd. + Carrier Lane,0,979,
43.4216,0,3323,-79.7604,,,,,Upper Middle Rd West + Trawden Way,0,978,
43.4375,0,2354,-79.7531,,,,,Westoak Trails Blvd. + Shorncliffe Blvd.,0,182,
43.4855,0,3090,-79.648,,,,,Ford Dr + Aspen Forest Dr (Second Stop),0,1120,
43.427,0,2518,-79.7547,,,,,Upper Middle Rd West + Grand Oak Trail,0,654,
43.5073,0,3248,-79.6603,,,,,Winston Churchill Blvd + Benedet Dr,0,181,
43.4832,0,2777,-79.6885,,,,,Lancaster Dr + Grosvenor St,0,186,
43.483524,0,2969,-79.721535,,,,,Oak Walk Dr + Oak Park Blvd,0,187,
43.4975,0,3261,-79.6625,,,,,Kingsway Dr + Guilford Cr,0,184,
43.4355,0,3083,-79.7457,,,,,Upper Middle Rd West + Postmaster Dr,0,598,
43.432026,0,2726,-79.725238,,,,,Abbeywood Dr + Pilgrims Way,0,652,
43.4311,0,2680,-79.6987,,,,,4th Line + Wildwood Dr,0,189,
43.439971,0,2698,-79.694262,,,,,Speers Rd + Morden Rd,0,1122,
43.478802,0,2295,-79.692521,,,,,8th Line + Lincoln Gate,0,658,
43.4758,0,2496,-79.6617,,,,,1400 Cornwall Rd,0,1110,
43.515638,0,3217,-79.682684,,,,,Winston Park Dr + Portland Dr,0,1123,
43.492702,0,2795,-79.654771,,,,,Gable Dr + Sheridan Garden Dr,0,1125,
43.429244,0,2643,-79.761672,,,,,Grand Oak Trail + Appalachian Dr,0,686,
43.4477,0,2986,-79.6888,,,,,Kerr St + Shepherd Rd,0,1088,
43.4583,0,3306,-79.7055,,,,,Culham St + east of Osborne Crescent,0,869,
43.432214,0,2406,-79.739938,,,,,Heritage Way + Merchants Gate,0,13,
43.410511,0,2619,-79.718148,,,,,Bridge Rd + Stanfield Dr,0,14,
43.466,0,2487,-79.6661,,,,,Linbrook Rd + Chamberlain Ln,0,16,
43.421567,0,2657,-79.694466,,,,,Rebecca St + Lees Lane,0,19,
43.4669,0,2523,-79.7358,,,,,Our Lady of Peace,0,18,
43.451544,0,2222,-79.738666,,,,,Westoak Trails Blvd + Oakpoint Rd,0,863,
43.4584,0,2944,-79.6928,,,,,Leighland Ave + Kent Ave,0,862,
43.4319,0,3025,-79.735,,,,,Third Line + Greenridge Circle,0,864,
43.48161,0,2926,-79.635085,,,,,Devon Rd + Breton Close,0,867,
43.415478,0,2216,-79.720906,,,,,Speers Rd at Bronte GO Station,0,866,
43.507418,0,3241,-79.660919,,,,,Winston Churchill Blvd + Sherwood Heights Dr,0,631,
43.4909,0,2841,-79.6934,,,,,Glenashton Dr + Grand Blvd,0,883,
43.471917,0,2765,-79.686618,,,,,Holton Heights Dr + Lambeth Rd,0,882,
43.437377,0,3378,-79.705975,,,,,Wyecroft Rd + 4th Line,0,881,
43.464369,0,3037,-79.745241,,,,,Dundas St West + Neyagawa Blvd,0,880,
43.4153,0,2422,-79.713,,,,,Third Line + Bridge Rd,0,886,
43.380004,0,2327,-79.717444,,,,,Lakeshore Rd West at Shell Park,0,885,
43.4819,0,2836,-79.6971,,,,,8th Line + Granby Dr,0,1289,
43.473311,0,2786,-79.655294,,,,,Devon Rd at Oakville Trafalgar H.S.,0,889,
43.405993,0,2381,-79.711042,,,,,Rebecca St + Stanfield Dr,0,888,
43.4999,0,3379,-79.6614,,,,,Kingsway Dr + Wynten Way (East/second stop),0,1288,
43.464733,0,2530,-79.726992,,,,,McDowell Ave + River Oaks Blvd West,0,45,
43.439786,0,1037,-79.754453,,,,,Postmaster Dr + Woodcrest Dr,0,941,
43.4657,0,2243,-79.7294,,,,,Towne Blvd + Callaghan Cr,0,657,
43.4544,0,2513,-79.6764,,,,,Reynolds St + Spruce St,0,426,
43.39474,0,2203,-79.820647,,,,,Dundas St + Berwick Dr,0,1616,
43.428371,0,2828,-79.744544,,,,,Heritage Way + Stonecutter Dr,0,599,
43.400499,0,2199,-79.814295,,,,,Dundas St + Millcroft Park Dr,0,1614,
43.397589,0,2201,-79.817482,,,,,Dundas St + Weslock Common,0,1615,
43.411808,0,2195,-79.802081,,,,,Dundas St + Sutton Dr,0,1612,
43.407258,0,2197,-79.807077,,,,,Dundas St + Appleby Line,0,1613,
43.428482,0,2150,-79.752677,,,,,Upper Middle Rd West east of Grand Oak Trail,0,1610,
43.428995,0,2193,-79.783223,,,,,Dundas St West + Colonel William Pkwy,0,1611,
43.4243,0,3126,-79.7034,,,,,Bridge Rd at Brookdale Public School,0,322,
43.4846,0,2448,-79.6909,,,,,Upper Middle Rd East + Grosvenor St,0,323,
43.441275,0,2534,-79.684351,,,,,Maurice Dr + Mary St,0,320,
43.47307,0,2875,-79.712893,,,,,Oakmead Blvd + River Oaks Blvd East,0,321,
43.4923,0,3406,-79.6823,,,,,Joshuas Creek Dr + Upper Middle Rd East,0,326,
43.434373,0,3047,-79.738342,,,,,Third Line + Glen Abbey Gate,0,327,
43.4481,0,2746,-79.706,,,,,North Service Rd West west of Dorval Dr,0,324,
43.407741,0,2864,-79.738089,,,,,Bronte Rd north of Wyecroft Rd,0,1224,
43.4853,0,2312,-79.6535,,,,,Cornwall Rd + Cardiff Dr,0,329,
43.4732,0,3348,-79.713,,,,,River Oaks Blvd East + Oakmead Blvd,0,201,
43.480002,0,3400,-79.672873,,,,,1315 North Service Rd East,0,774,
43.4366,0,3024,-79.7345,,,,,Pilgrims Way + Glen Abbey Gate,0,203,
43.462,0,3054,-79.7157,,,,,Oxford Ave + Richmond Rd,0,202,
43.4465,0,2509,-79.7567,,,,,Third Line + Kingsridge Dr,0,205,
43.426996,0,2402,-79.739921,,,,,Heritage Way + Carpenters Circle,0,204,
43.4265,0,3205,-79.7786,,,,,Colonel William Pkwy + Liptay Ave,0,207,
43.434,0,3106,-79.7158,,,,,1195 North Service Rd West,0,206,
43.4519,0,2500,-79.7309,,,,,Westoak Trails Blvd + Glen Valley Rd,0,209,
43.4833,0,2843,-79.699,,,,,8th Line north of Glenbrook Ave,0,208,
43.440538,0,2540,-79.676254,,,,,Rebecca St. + Kerr St.,0,779,
43.479,0,2772,-79.6786,,,,,Falgarwood Dr + Landfair Cr,0,679,
43.4622,0,2505,-79.7312,,,,,Mowat Ave + River Oaks Blvd West,0,77,
43.4437,0,2429,-79.7516,,,,,Third Line + Warbler Rd,0,76,
43.44757,0,2486,-79.725393,,,,,Monastery Dr + Dorval Dr,0,75,
43.4393,0,3334,-79.7416,,,,,Upper Middle Rd West at Abbey Plaza,0,74,
43.4714,0,2906,-79.7151,,,,,River Oaks Blvd East west of Pelee Blvd,0,73,
43.503016,0,2635,-79.661631,,,,,Kingsway Dr + Prince John Cir (Second Stop),0,72,
43.445523,0,3139,-79.705269,,,,,North Service Rd West + Lindsay Dr,0,71,
43.4755,0,2236,-79.7084,,,,,River Oaks Blvd East + Oak Springs Rd,0,655,
43.401057,0,2198,-79.814184,,,,,Dundas St + Cornerstone Dr,0,1571,
43.454473,0,2565,-79.676819,,,,,Reynolds St + Spruce St,0,79,
43.45,0,2560,-79.693,,,,,Kerr St + Wyecroft Rd,0,78,
43.4205,0,3363,-79.7616,,,,,Upper Middle Rd West + Colonel William Pkwy,0,1043,
43.407643,0,2717,-79.735094,,,,,Wyecroft Rd + South Service Rd West,0,1042,
43.430028,0,3082,-79.762008,,,,,Westoak Trails Blvd + Grand Oak Trail,0,1040,
43.4623,0,2506,-79.7311,,,,,Mowat Ave + Carrier Lane,0,1047,
43.44576,0,2264,-79.734025,,,,,Upper Middle Rd West + Nottinghill Gate (4th Line),0,1046,
43.479359,0,2935,-79.648372,,,,,Devon Rd + Brookmill Rd,0,1045,
43.4765,0,2886,-79.721,,,,,Glenashton Dr + Grand Ravine Dr,0,1044,
43.447701,0,2435,-79.763386,,,,,Dundas St West + Hospital Gate,0,1577,
43.488098,0,1054,-79.705515,,,,,8th Line + Kestell Blvd,0,609,
43.399656,0,2386,-79.71799,,,,,Rebecca St + Jones St,0,1048,
43.447173,0,2434,-79.764565,,,,,Dundas St West + Hospital Gate,0,1576,
43.45106,0,2438,-79.728781,,,,,Upper Middle Rd West + Westoak Trails Blvd (Dorval Dr),0,1680,
43.48405,0,2095,-79.730236,,,,,Wheat Boom + Post,0,1685,
43.485318,0,2094,-79.725879,,,,,Ernest Appelbe + Squire,0,1684,
43.483691,0,2097,-79.730375,,,,,Wheat Boom + Post,0,1687,
43.482048,0,2096,-79.732481,,,,,Wheat Boom + 6th Line,0,1686,
43.485387,0,2099,-79.726272,,,,,Ernest Appelbe + Orchardcroft,0,1689,
43.4861,0,2098,-79.727405,,,,,Wheat Boom + Ernest Appelbe,0,1688,
43.392806,0,2204,-79.823361,,,,,Dundas St + Walkers Line,0,1574,
43.5141,0,3220,-79.6803,,,,,Winston Park Dr + Brighton Rd,0,219,
43.4467,0,2555,-79.6806,,,,,Stewart St + Queen Mary Dr,0,1142,
43.436074,0,2694,-79.699641,,,,,Speers Rd + 529 Speers Rd,0,1143,
43.4501,0,2445,-79.7555,,,,,Pine Glen Rd + Lazio Lane,0,1269,
43.4479,0,2223,-79.7429,,,,,Westoak Trails Blvd + Proudfoot Trail,0,1268,
43.434209,0,2693,-79.702149,,,,,Speers Rd + Fourth Line,0,1146,
43.4045,0,2383,-79.713,,,,,Rebecca St + Sunset Dr,0,1147,
43.49888,0,2797,-79.651984,,,,,Sheridan Garden Dr. + Jonathan Dr.,0,1144,
43.476449,0,2883,-79.718399,,,,,Glenashton Dr + Parkhaven Blvd,0,1145,
43.5042,0,3258,-79.6594,,,,,Kingsway Dr + Sir David Dr,0,667,
43.3762,0,3049,-79.7187,,,,,Lakeshore Rd West + Great Lakes Blvd,0,1262,
43.472,0,2877,-79.7101,,,,,Oakmead Blvd + Castlefield Cr,0,1261,
43.480881,0,2210,-79.718359,,,,,Oak Park Blvd + Parkhaven Blvd,0,228,
43.383812,0,3365,-79.73294,,,,,Great Lakes Blvd + Creek Path Ave,0,1267,
43.3959,0,2338,-79.7102,,,,,Lakeshore Rd West + Jones St,0,1266,
43.42876,0,2690,-79.707426,,,,,Speers Rd + 1195 Speers Rd,0,661,
43.4717,0,2764,-79.6841,,,,,Falgarwood Dr + Holton Heights Dr,0,1264,
43.4334,0,2678,-79.6961,,,,,Wildwood Dr + Burton Rd,0,1119,
43.46868,0,1016,-79.73861,,,,,Towne Blvd + Grovehill Rd,0,200,
43.508545,0,3279,-79.632911,,,,,Royal Windsor Dr + 2165 Royal Windsor Dr,0,692,
43.483673,0,2420,-79.714507,,,,,Oak Park + Trafalgar,0,1547,
43.410582,0,2302,-79.706624,,,,,Third Line Rebecca,0,1544,
43.476172,0,2303,-79.653225,,,,,Devon Rd + Maple Grove Dr,0,1545,
43.377162,0,2188,-79.758715,,,,,Fairview St at Appleby GO Station,0,1542,
43.379161,0,2189,-79.75999,,,,,Appleby GO station,0,1543,
43.373988,0,2186,-79.761995,,,,,Fairview St + Appleby Line,0,1540,
43.377223,0,2187,-79.758381,,,,,Fairview St at Appleby GO station,0,1541,
43.482675,0,2248,-79.698504,,,,,8th Line + Grenville Dr,0,698,
43.4324,0,3317,-79.7153,,,,,1218 South Service Rd West,0,699,
43.516758,0,3173,-79.691072,,,,,Vega + Laird,0,1549,
43.4342,0,2728,-79.7224,,,,,Pilgrims Way east of Fairfield Place,0,542,
43.4034,0,3350,-79.7312,,,,,Speers Rd + Bronte Rd,0,543,
43.4438,0,2642,-79.7362,,,,,Upper Middle Rd West + Deer Park Rd,0,540,
43.4208,0,2714,-79.7068,,,,,Bridge Rd + Valley Dr,0,541,
43.419295,0,3074,-79.716638,,,,,Speers Rd + 3rd Line,0,546,
43.4408,0,2736,-79.7168,,,,,Nottinghill Gate + Monks Passage,0,547,
43.492619,0,2271,-79.68252,,,,,Upper Middle Rd East + Joshuas Creek Dr,0,763,
43.437417,0,2675,-79.689417,,,,,Wildwood Dr + Morden Rd,0,1018,
43.518,0,2314,-79.6871,,,,,Dundas St West + Ridgeway Dr,0,548,
43.468944,0,3148,-79.693093,,,,,Trafalgar Rd + Marlborough Ct,0,549,
43.491285,0,3445,-79.722257,,,,,Wheat Boom Dr. + Athabasca Cmn,0,1782,
43.435052,0,2442,-79.755677,,,,,Westoak Trails Blvd. + Stratus Dr. (Garth Webb Secondary School),0,1019,
43.4585,0,3169,-79.6817,,,,,Trafalgar Rd north of South Service Rd East,0,994,
43.482634,0,3158,-79.693618,,,,,Upper Middle Rd East east of 8th Line,0,1315,
43.406661,0,2622,-79.736032,,,,,Bronte Rd + Wyecroft Rd,0,1314,
43.505421,0,3250,-79.658173,,,,,Winston Churchill Blvd + Kingsway Dr,0,991,
43.474114,0,3437,-79.686167,,,,,8th Line north of Falgarwood Dr,0,990,
43.481448,0,2246,-79.696801,,,,,8th Line + Granby Dr,0,1311,
43.4417,0,2740,-79.7132,,,,,Nottinghill Gate + Runnymead Cr (1st stop),0,992,
43.384484,0,2179,-79.760283,,,,,Harvester Rd + Century Dr,0,1533,
43.4479,0,2747,-79.7058,,,,,North Service Rd West west of Dorval Dr,0,999,
43.442188,0,2394,-79.731459,,,,,Pilgrims Way + Windrush Dr (Second Stop),0,998,
43.43978,0,3164,-79.708384,,,,,North Service Rd West east of 4th Line,0,1319,
43.419086,0,3237,-79.72485,,,,,Wyecroft Rd + South Service Rd West,0,1318,
43.472877,0,2766,-79.68263,,,,,Falgarwood + 8th Line,0,121,
43.4069,0,3080,-79.7362,,,,,Wyecroft Rd + Bronte Rd,0,122,
43.495132,0,3040,-79.70107,,,,,North Ridge Trail + Arrowhead Rd,0,124,
43.466277,0,2755,-79.690668,,,,,McCraney St East + Trafalgar Rd,0,764,
43.4828,0,3092,-79.6445,,,,,Ford Dr + Aspen Forest Dr (First Stop),0,126,
43.446764,0,2229,-79.734801,,,,,4th Line north of Upper Middle Rd West,0,1015,
43.449697,0,1030,-79.745604,,,,,Proudfoot Trail + Waubanoka Way,0,128,
43.438637,0,2711,-79.704603,,,,,480 Wyecroft Rd,0,2,
43.4586,0,3322,-79.7054,,,,,Culham St + west of Osborne Crescent,0,765,
43.460367,0,2951,-79.703268,,,,,Culham St + Sixth Line,0,176,
43.4344,0,2668,-79.6843,,,,,Rebecca St. + Morden Rd.,0,777,
43.478981,0,3038,-79.729732,,,,,Dundas St West + 6th Line,0,1128,
43.4355,0,2979,-79.7134,,,,,1155 North Service Rd West,0,1022,
43.480029,0,3151,-79.709296,,,,,Trafalgar Rd + Glenashton Dr,0,1011,
43.4298,0,2681,-79.697,,,,,4th Line + Parkside Dr,0,928,
43.482311,0,2773,-79.680034,,,,,Falgarwood Dr + Grange Rd,0,415,
43.514197,0,3219,-79.680733,,,,,Winston Park Dr + Brighton Rd,0,416,
43.3999,0,2387,-79.718,,,,,Rebecca St + Jones St,0,417,
43.479844,0,2873,-79.705423,,,,,Golden Briar Trail + Evergreen Cr,0,805,
43.4328,0,2727,-79.7237,,,,,Pilgrims Way + Cobblestone Gate,0,411,
43.4772,0,2769,-79.6879,,,,,Grand Blvd + Hampton St,0,412,
43.4064,0,3353,-79.728,,,,,2393 Speers Rd,0,413,
43.3948,0,2321,-79.7497,,,,,South Service Rd West + Wyecroft Rd,0,920,
43.4817,0,2925,-79.635,,,,,Devon Rd + Breton Close,0,498,
43.432,0,2593,-79.7356,,,,,Third Line + Greenridge Circle,0,922,
43.480015,0,3093,-79.640799,,,,,Ford Dr + Devon Rd,0,924,
43.506215,0,2449,-79.668664,,,,,Upper Middle Rd East + Winston Park Dr,0,927,
43.464697,0,1015,-79.74474,,,,,Neyagawa Blvd + Dundas St West,0,318,
43.427755,0,3320,-79.720246,,,,,1400 South Service Rd West,0,313,
43.4529,0,2221,-79.737,,,,,Westoak Trails Blvd + Treetop Terrace,0,311,
43.465648,0,2524,-79.735946,,,,,River Glen Blvd at Our Lady of Peace School,0,317,
43.4812,0,2930,-79.6401,,,,,Devon Rd + Canning Ct,0,316,
43.446935,0,2499,-79.734724,,,,,4th Line + Glen Valley Rd,0,315,
43.4619,0,2955,-79.7158,,,,,Oxford Ave + Richmond Rd,0,314,
43.4914,0,3044,-79.6933,,,,,North Ridge Trail + Glenashton Dr,0,1237,
43.481791,0,2272,-79.707798,,,,,Golden Briar Trail + Glenashton Dr,0,1177,
43.4167,0,2644,-79.7112,,,,,Bridge Rd + Seabourne Dr,0,921,
43.3891,0,2332,-79.7158,,,,,Lakeshore Rd West + Mississaga St,0,496,
43.4227,0,3271,-79.7582,,,,,Bronte Rd + Upper Middle Rd West,0,832,
43.441531,0,2738,-79.715539,,,,,Nottinghill Gate + Runnymead Cr (2nd Stop),0,833,
43.46388,0,2531,-79.72816,,,,,River Oaks Blvd West + Winding Woods Dr,0,831,
43.4482,0,2557,-79.6828,,,,,Queen Mary Dr + Kingswood Rd,0,837,
43.465196,0,2752,-79.692355,,,,,McCraney St + Sewell Dr,0,834,
43.4371,0,3103,-79.7111,,,,,1075 North Service Rd West,0,835,
43.434368,0,2729,-79.722012,,,,,Pilgrims Way east of Fieldcrest Ln,0,839,
43.510121,0,2164,-79.674972,,,,,Winston Park Dr + Plymouth Dr,0,1521,
43.376653,0,3370,-79.719179,,,,,Great Lakes Blvd + Lakeshore Rd West,0,3,
43.453937,0,3035,-79.756687,,,,,Dundas St West + Proudfoot Trail,0,368,
43.477553,0,2857,-79.702308,,,,,Golden Briar Tr + Old Orchard Cr,0,366,
43.488842,0,3404,-79.675397,,,,,Joshuas Creek Dr + North Service Rd East,0,367,
43.4327,0,3104,-79.7165,,,,,1235 North Service Rd West,0,365,
43.4009,0,2342,-79.7044,,,,,Lakeshore Rd West west of Solingate Dr,0,362,
43.507903,0,2211,-79.697396,,,,,Dundas St East + 9th Line,0,363,
43.4347,0,3314,-79.7092,,,,,South Service Rd West + Redwood Sq,0,671,
43.4793,0,3060,-79.6582,,,,,Cornwall Rd + Maple Grove Dr,0,361,
