stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,platform_code,wheelchair_boarding
165,165,Burton at Bayview,,44.3711314,-79.68436993,0,,,0
166,166,Garden Drive,,44.37077229,-79.67420508,0,,,0
167,167,Granville Street,,44.3716525,-79.69052443,0,,,0
168,168,Granville Street,,44.371544,-79.690533,0,,,0
171,171,Peartree Court,,44.371134,-79.674817,0,,,0
172,172,Robinson Street,,44.37156557,-79.68079483,0,,,0
173,173,Robinson Street,,44.37139918,-79.68121647,0,,,0
182,182,Blake at Huron,,44.39852193,-79.65319751,0,,,0
183,183,Steel Street,Steel Street at Corrinhall,44.40074585,-79.65157707,0,,,0
184,184,429 Blake Street,,44.399395,-79.650872,0,,,0
185,185,Collier at Berczy,,44.39066487,-79.68082588,0,,,0
186,186,Albert Street,,44.39104266,-79.67958159,0,,,0
187,187,Collier at Clapperton ,,44.39046905,-79.69033262,0,,,0
188,188,Collier at Clapperton,Clapperton Street,44.39030032,-79.69020332,0,,,0
189,189,Collier at Mulcaster,,44.39037224,-79.68509193,0,,,0
190,190,Collier at Mulcaster,,44.39053858,-79.68510446,0,,,0
191,191,Owen Street,,44.39048003,-79.68769966,0,,,0
192,192,Owen Street,,44.39036202,-79.68751995,0,,,0
193,193,Poyntz Street,,44.39053749,-79.68288564,0,,,0
194,194,Poyntz Street,,44.39042963,-79.68326777,0,,,0
198,198,112 Commerce Park Drive,,44.32453901,-79.68949655,0,,,0
199,199,121 Commerce Park Drive,,44.32467468,-79.68975503,0,,,0
200,200,Norris Drive,,44.32395013,-79.69301672,0,,,0
201,201,Norris Drive,,44.32364713,-79.69352622,0,,,0
215,215,Cundles at J.C. Massie Way,Cundles at Duckworth,44.41633987,-79.67620116,0,,,0
216,216,Cundles at J.C. Massie Way,Cundles at Duckworth,44.41661353,-79.67614223,0,,,0
219,219,Janine Street,,44.408752,-79.695047,0,,,0
220,220,Cundles at Bluejay,,44.410025,-79.692545,0,,,0
221,221,Cundles at Daphne,,44.4105574,-79.69102116,0,,,0
222,222,Lions Gate,Cundles at Lions Gate ,44.41600796,-79.67899857,0,,,0
223,223,Lions Gate ,Lions Gate at Cundles,44.41565959,-79.67919571,0,,,0
224,224,Cundles at Livingstone,,44.41389449,-79.68326387,0,,,0
230,230,Burns Circle,,44.39635486,-79.72676632,0,,,0
231,231,Burns Circle,,44.39612658,-79.72634251,0,,,0
232,232,Cundles at Lillian,,44.40347316,-79.70744886,0,,,0
235,235,Cundles at Kozlov,,44.403534,-79.706866,0,,,0
238,238,Coleman Health Care Centre,,44.40075877,-79.71489181,0,,,0
239,239,Cundles at Sunnidale,,44.39992761,-79.71635133,0,,,0
240,240,Cundles at Livingstone,,44.39718733,-79.73547487,0,,,0
241,241,Cundles at Livingstone,,44.39653309,-79.73525923,0,,,0
242,242,Longman Drive,,44.39752466,-79.73016723,0,,,0
243,243,Longman Drive,,44.39732265,-79.73039499,0,,,0
244,244,Cundles at Sunnidale,,44.39987102,-79.71692684,0,,,0
246,246,Emma King Elementary School,,44.39649,-79.73277125,0,,,0
247,247,Emma King Elementary School,,44.39626026,-79.73291097,0,,,0
248,248,Donald at Anne,,44.384555,-79.706561,0,,,0
249,249,Anne Street,,44.38473684,-79.70599285,0,,,0
251,251,Rose Street,,44.41000892,-79.67389152,0,,,0
255,255,Duckworth at Grove,,44.408195,-79.674258,0,,,0
262,262,Ferndale at Barrie Operations,,44.37875514,-79.72257496,0,,,0
263,263,Ferndale at Barrie Operations,,44.37881972,-79.72231292,0,,,0
265,265,Dunlop at Anne,,44.382816,-79.705091,0,,,0
266,266,Dunlop at Anne,,44.38273646,-79.70486032,0,,,0
268,268,Boys Street,,44.38456712,-79.70105093,0,,,0
269,269,Eccles Street,,44.38553734,-79.69882951,0,,,0
270,270,Eccles Street,Parkside Drive,44.38605848,-79.69723418,0,,,0
271,271,Dunlop at Ferndale,Ferndale at Dunlop,44.37657224,-79.71874831,0,,,0
272,272,Frances Street,,44.38488824,-79.69991235,0,,,0
275,275,Dunlop at High Street,,44.38689509,-79.69541341,0,,,0
276,276,Dunlop at Eccles,,44.38641516,-79.6969058,0,,,0
277,277,Sarjeant Drive,,44.37733433,-79.71697278,0,,,0
281,281,Engel Crescent,,44.38339257,-79.71534062,0,,,0
282,282,Ferndale at Edgehill,,44.38056507,-79.72377544,0,,,0
283,283,Edgehill at Ferndale,,44.38118332,-79.7248207,0,,,0
285,285,Jagges Drive,,44.38053959,-79.72842683,0,,,0
286,286,Jagges Drive,,44.38028247,-79.72895422,0,,,0
288,288,Pringle at Ruffet,,44.37785896,-79.73438782,0,,,0
290,290,Roberta Place,,44.34217844,-79.70716838,0,,,0
291,291,Roberta Place,,44.34205309,-79.70697499,0,,,0
292,292,Ecole Romeo Dallaire,,44.32651239,-79.71595754,0,,,0
293,293,Essa at Anne,,44.36787963,-79.69510843,0,,,0
294,294,Essa at Ardagh,,44.35739861,-79.69860731,0,,,0
295,295,Beacon Road,,44.35114771,-79.7000851,0,,,0
296,296,Bryne Drive,,44.3576689,-79.69807715,0,,,0
298,298,Dunn Street,,44.32445176,-79.71714327,0,,,0
299,299,Dyer Boulevard,,44.3243938,-79.71738837,0,,,0
300,300,Essa at Fairview,,44.364613,-79.697384,0,,,0
301,301,Essa at Fairview,,44.36420763,-79.6970879,0,,,0
304,304,Harvie Road,,44.34432976,-79.70590984,0,,,0
305,305,Harvie Road,,44.3438527,-79.70595102,0,,,0
306,306,Loggers Run,,44.35499844,-79.69942096,0,,,0
307,307,Loggers Run,,44.35096989,-79.70051854,0,,,0
308,308,Essa at Mapleview,,44.32833166,-79.71512091,0,,,0
312,312,Essa at Veteran's,,44.346517,-79.704667,0,,,0
313,313,Essa at Veteran's,,44.34656133,-79.70433311,0,,,0
322,322,Lewis Lane,,44.38611843,-79.72106688,0,,,0
324,324,Eden Drive,,44.38342827,-79.71933538,0,,,0
325,325,314 Georgian Drive,,44.41637423,-79.65657733,0,,,0
326,326,322 Georgian Drive,,44.41640053,-79.65848403,0,,,0
327,327,Grizzlies Way at Duckworth,,44.4109252,-79.67280521,0,,,0
328,328,Grizzlies Way at Duckworth,,44.41069588,-79.67284298,0,,,0
329,329,Georgian at Govenors,,44.41446164,-79.66849331,0,,,0
330,330,Georgian College,,44.41208657,-79.66913206,0,,,0
331,331,Georgian College,,44.41046144,-79.66853748,0,,,0
332,332,Gallie Court at Quarry Ridge,,44.41577595,-79.65918375,0,,,0
333,333,RVH Main Entrance,,44.41525158,-79.65937016,0,,,0
335,335,Georgian College,,44.41037981,-79.66889087,0,,,0
337,337,Bothwell Crescent,,44.40161247,-79.68602289,0,,,0
339,339,Barrie North Collegiate,,44.40000377,-79.68909394,0,,,0
340,340,Grove at Davidson,,44.40018354,-79.68845319,0,,,0
343,343,Steel at Blake ,,44.40064056,-79.65181951,0,,,0
345,345,Maple Grove Public School,,44.4052615,-79.67929876,0,,,0
347,347,Oak Street,,44.40178296,-79.68568914,0,,,0
348,348,Owen Street,,44.3984896,-79.69232901,0,,,0
349,349,Owen Street,,44.39829531,-79.6930308,0,,,0
353,353,Grove at St. Vincent,,44.40362293,-79.6829911,0,,,0
354,354,Grove at St. Vincent,,44.40355178,-79.68287034,0,,,0
381,381,Adelaide Street,,44.36875087,-79.69280688,0,,,0
386,386,Innisfil at Essa,,44.36995142,-79.69299401,0,,,0
399,399,Johnson at Blake,Blake at Johnson,44.397829,-79.656562,0,,,0
400,400,Johnson at Napier,Blake at Johnson,44.39796716,-79.65635548,0,,,0
401,401,Cheltenham Road,,44.41169531,-79.65379228,0,,,0
402,402,Cheltenham Road,,44.41152705,-79.65399405,0,,,0
403,403,Grove at Nelson,,44.40601502,-79.66370608,0,,,0
405,405,Johnson at Georgian,,44.41534493,-79.65353099,0,,,0
406,406,Johnson at Georgian,,44.41529301,-79.65333888,0,,,0
407,407,Johnson at Grove,,44.40542054,-79.65513496,0,,,0
408,408,Nelson at Grove ,,44.405342,-79.663423,0,,,0
409,409,Johnson at Hickling Trail,,44.4038,-79.655301,0,,,0
410,410,Johnson at Mayor,,44.406942,-79.654712,0,,,0
411,411,Hickling Trail,,44.40830721,-79.65458849,0,,,0
413,413,Steel Street,,44.40125529,-79.65593611,0,,,0
414,414,Johnson at Steel,,44.40138434,-79.65576974,0,,,0
415,415,Kozlov at Cundles,,44.40499142,-79.70684254,0,,,0
416,416,Heather Street,,44.40678734,-79.70875024,0,,,0
419,419,Lampman plaza,,44.39150367,-79.72249002,0,,,0
421,421,Browning Trail,,44.3885896,-79.71995757,0,,,0
422,422,Edgehill Drive,Cedar Pointe Drive,44.38464894,-79.71221396,0,,,0
440,440,Georgian Mall,,44.41066232,-79.70648719,0,,,0
441,441,Georgian Mall,,44.41109415,-79.70510317,0,,,0
443,443,Celeste Drive,,44.41588126,-79.7010938,0,,,0
444,444,Margaret Drive,,44.41822043,-79.69612789,0,,,0
445,445,Meyer Avenue,,44.41804245,-79.69606761,0,,,0
446,446,Michael Crescent,,44.41611771,-79.70096226,0,,,0
447,447,East Bayfield Community Centre,,44.41430522,-79.70283155,0,,,0
448,448,Livingstone at Stanley,Stanley at Livingstone,44.412615,-79.703261,0,,,0
449,449,Stanley Street,,44.41288804,-79.70290207,0,,,0
450,450,Livingstone at Anne,,44.40407683,-79.72361565,0,,,0
451,451,Livingstone at Anne,,44.40378993,-79.72389526,0,,,0
452,452,Balliston Crescent,,44.40288702,-79.72786874,0,,,0
453,453,Wal-Mart Plaza,,44.40902611,-79.71030063,0,,,0
454,454,Wal-Mart Plaza,,44.40887955,-79.71010882,0,,,0
455,455,Livingstone at  Bayfield,,44.40971361,-79.70817312,0,,,0
457,457,Delaney Crescent,,44.39850887,-79.73220591,0,,,0
458,458,Delaney Crescent,,44.3982085,-79.73327138,0,,,0
460,460,Ford Street,,44.40596299,-79.71931928,0,,,0
461,461,Ford Street,,44.40570289,-79.71952208,0,,,0
462,462,Kozlov Street,,44.40835746,-79.7124228,0,,,0
463,463,Kozlov Street,,44.40809146,-79.71265922,0,,,0
466,466,McDougall Drive,,44.40743543,-79.71601334,0,,,0
467,467,Milne Court,,44.407362,-79.71579552,0,,,0
468,468,Neelands Street,,44.40302252,-79.72606062,0,,,0
469,469,Livingstone at Sunnidale,,44.40108051,-79.7292216,0,,,0
470,470,Livingstone at Sunnidale,,44.40124971,-79.72902032,0,,,0
472,472,Lougheed at Mapleview,,44.32473266,-79.7290948,0,,,0
473,473,Lougheed at Mapleview,,44.32504571,-79.72906455,0,,,0
485,485,Maple at Ross,,44.39039984,-79.69250726,0,,,0
486,486,Maple at Ross,,44.39018841,-79.69253335,0,,,0
487,487,Peggy Hill Community Centre,,44.33993688,-79.7171497,0,,,0
488,488,Peggy Hill Community Centre,,44.33987811,-79.71668472,0,,,0
489,489,Saint Joan of Arc High School,,44.34901936,-79.73412737,0,,,0
490,490,Saint Joan of Arc High School,,44.34900391,-79.73426711,0,,,0
491,491,Batteaux Street,,44.3479796,-79.73402398,0,,,0
492,492,Emms Drive,,44.34062273,-79.71360782,0,,,0
493,493,Emms Drive,,44.34041427,-79.71421573,0,,,0
494,494,Mapleton at Essa,,44.33965923,-79.70998171,0,,,0
495,495,Mapleton at Essa,,44.33954493,-79.71003526,0,,,0
497,497,Mapleton at Marsellus,,44.33929434,-79.7204554,0,,,0
498,498,Oakside Court,,44.34083908,-79.72906609,0,,,0
499,499,Pinecliff Crescent,,44.34123342,-79.72988353,0,,,0
500,500,Silvercreek Crescent,,44.34769373,-79.73374637,0,,,0
504,504,White Elm Road,,44.33976471,-79.72473666,0,,,0
505,505,White Elm Road,,44.33952273,-79.72437457,0,,,0
506,506,Mapleview at Park Place,,44.33652784,-79.68058581,0,,,0
510,510,Mapleview at Chef,,44.34976224,-79.62130092,0,,,0
511,511,Country Lane,,44.34285201,-79.65276972,0,,,0
512,512,Mapleview at Huronia,,44.34094819,-79.66145452,0,,,0
513,513,Mapleview at Huronia,,44.340719,-79.66135671,0,,,0
516,516,430 Mapleview East,,44.34353873,-79.64967989,0,,,0
518,518,Seline Crescent,,44.34363451,-79.64845377,0,,,0
519,519,Stunden Lane,,44.34256241,-79.65314658,0,,,0
524,524,Barrie View Drive,,44.33467793,-79.68871764,0,,,0
525,525,Barrie View Drive,,44.3345261,-79.6880176,0,,,0
526,526,Mapleview at Bryne,,44.33408353,-79.69127846,0,,,0
527,527,Canadian Tire Plaza,,44.33345762,-79.69292148,0,,,0
529,529,Bryne Drive,,44.33399307,-79.69065068,0,,,0
530,530,Hollyholme Farm Road,Holyholmfarm Road,44.33016375,-79.70874238,0,,,0
531,531,Hollyholme Farm Road,Holyholmfarm Road,44.32980473,-79.70927336,0,,,0
533,533,Reid Drive,,44.33128177,-79.70367789,0,,,0
534,534,Reid Drive,,44.33089332,-79.70430153,0,,,0
536,536,120 Mapleview Drive West,,44.33305299,-79.69586264,0,,,0
537,537,125 Mapleview Drive West,,44.33284946,-79.69569553,0,,,0
538,538,Mapleview at Veteran's,Maplview at Veteran's,44.33243152,-79.69856992,0,,,0
539,539,Mapleview at Veteran's,Maplview at Veteran's,44.33201262,-79.69937219,0,,,0
540,540,Bibby Court,,44.33854098,-79.72003714,0,,,0
541,541,Churchland Drive,,44.33385271,-79.72055565,0,,,0
542,542,Churchland Drive,,44.33349211,-79.72085917,0,,,0
543,543,Clute Cresent,Clute Crescent,44.33718263,-79.71954061,0,,,0
544,544,Downing Cresent,Downing Crescent,44.33161711,-79.72428821,0,,,0
545,545,Downing Crescent,,44.33163557,-79.72400905,0,,,0
546,546,Farmstead Crescent,,44.33625379,-79.71945808,0,,,0
547,547,Marsellus at Mapleton,,44.33921511,-79.72006099,0,,,0
548,548,Marsellus at Mapleview,Marsellus or Bear Creek,44.32693573,-79.72470867,0,,,0
550,550,Marsellus at Mapleview,Mapleview or Bear Creek,44.32671816,-79.72481436,0,,,0
551,551,Sundew Drive,,44.32871691,-79.72534005,0,,,0
552,552,Sundew Drive,,44.3287975,-79.72522206,0,,,0
556,556,Mulcaster at Collier,,44.391058,-79.685422,0,,,0
557,557,Mulcaster at Collier,,44.391061,-79.685633,0,,,0
558,558,Codrington Street,,44.39333734,-79.68554378,0,,,0
559,559,RVH (Atrium Entrance),,44.414355,-79.663366,0,,,0
567,567,Napier at Nelson,,44.39859256,-79.66532138,0,,,0
568,568,Steel Street,,44.40208864,-79.66402782,0,,,0
569,569,RVH (Emergency Entrance),,44.414484,-79.663549,0,,,0
573,573,Alva Street,,44.36419828,-79.70730927,0,,,0
574,574,Alva Street,,44.36420057,-79.70745891,0,,,0
575,575,Patterson at Ardagh,,44.35720901,-79.70564801,0,,,0
576,576,Patterson at Ardagh,,44.35722262,-79.70551037,0,,,0
577,577,Patterson Place,,44.36191744,-79.70689989,0,,,0
578,578,Patterson Place,,44.36170278,-79.70672568,0,,,0
579,579,Phillips Street,,44.36760738,-79.70815659,0,,,0
580,580,Phillips Street,,44.36749753,-79.70832719,0,,,0
581,581,Patterson at Tiffin,,44.36978945,-79.70888486,0,,,0
582,582,Patterson at Tiffin,,44.36936283,-79.70862279,0,,,0
583,583,Penetang at St Vincent,,44.398664,-79.678689,0,,,0
584,584,Penetang at Dundonald,,44.39672154,-79.68178941,0,,,0
585,585,Dundonald Street,,44.39663299,-79.68163124,0,,,0
586,586,Penetang at St. Vincent,,44.3987596,-79.67817368,0,,,0
587,587,Penetang at Berczy,,44.39488395,-79.68450215,0,,,0
588,588,Penetang at Berczy,,44.39498119,-79.68458371,0,,,0
593,593,Saint Gabriel Catholic School,,44.35519739,-79.61162789,0,,,0
595,595,Prince William Way at Empire,,44.359826,-79.612888,0,,,0
597,597,Mapleview at Prince William Way,,44.35223,-79.611357,0,,,0
599,599,Prince William Way at Sandringham,,44.358756,-79.612627,0,,,0
600,600,Sovereign's Gate,,44.36201245,-79.61448897,0,,,0
601,601,Sovereign's Gate,,44.36196381,-79.61469591,0,,,0
602,602,The Queensway,,44.35490312,-79.611327,0,,,0
603,603,Pringle at Edgehill,,44.37803338,-79.73431069,0,,,0
604,604,Pringle at Sproule,,44.37479916,-79.7310793,0,,,0
606,606,Red Oak at Sundew,,44.32771633,-79.73331616,0,,,0
607,607,Victoria Village,Victory Village,44.39089524,-79.69802649,0,,,0
608,608,Victoria Village,Victory Village,44.39075455,-79.69806293,0,,,0
610,610,Pringle at Sproule,,44.37478712,-79.7312307,0,,,0
612,612,RVH Main Entrance,,44.41547898,-79.66117575,0,,,0
617,617,Hooper Road,,44.33299707,-79.67380008,0,,,0
618,618,Saunders at Welham,Saunders at Whelam,44.33410212,-79.6689847,0,,,0
621,621,Spingdale at Cundles,,44.408279,-79.696881,0,,,0
622,622,Springdale at Cundles,,44.40817261,-79.69693756,0,,,0
623,623,Deerpark Drive,,44.4101805,-79.69871487,0,,,0
624,624,Springdale at Deerpark,,44.41029255,-79.69864832,0,,,0
626,626,Sproule at Kraus,,44.37252495,-79.73602517,0,,,0
627,627,Sproule at Kraus,,44.37265817,-79.73537759,0,,,0
628,628,St Vincent at Cundles,Saint Vincent at Cundles,44.41205785,-79.68921308,0,,,0
630,630,St. Vincent at Sperling,,44.41055,-79.687994,0,,,0
631,631,St. Vincent at Sperling,,44.410584,-79.688256,0,,,0
633,633,Osprey Ridge Road,,44.415684,-79.69233668,0,,,0
634,634,Robin Court,,44.41184,-79.689336,0,,,0
635,635,Rolston Drive,,44.41569358,-79.69257459,0,,,0
640,640,Sundew at Red Oak,,44.32804617,-79.7331688,0,,,0
641,641,204 Tiffin Street,,44.372123,-79.701962,0,,,0
642,642,207 Tiffin Street,,44.37211017,-79.7014221,0,,,0
645,645,Dyment Road,,44.37107502,-79.70660779,0,,,0
646,646,Dyment Road,,44.37101971,-79.70622622,0,,,0
647,647,Tiffin at Anne,,44.37306742,-79.69796673,0,,,0
648,648,Tiffin at Anne,,44.372957,-79.697584,0,,,0
651,651,Tiffin at Innisfil Street,,44.373773,-79.694588,0,,,0
652,652,Innisfil Street,,44.3738163,-79.69384999,0,,,0
659,659,Brookwood Drive,,44.33963864,-79.70053342,0,,,0
660,660,Caplan Avenue,,44.33712995,-79.700329,0,,,0
661,661,Caplan Avenue,,44.33678093,-79.69998163,0,,,0
662,662,Veteran's at Essa,,44.34682915,-79.70389522,0,,,0
663,663,Veteran's at Harvie,,44.3444851,-79.70205988,0,,,0
664,664,Veteran's at Harvie,,44.34471287,-79.70178892,0,,,0
665,665,King Street,,44.32943188,-79.69809466,0,,,0
666,666,King Street,,44.32966122,-79.69842755,0,,,0
667,667,Mapleton Avenue,,44.33988511,-79.70086525,0,,,0
670,670,Veterans at Touchette,,44.342022,-79.701425,0,,,0
671,671,Touchette Drive,,44.34217782,-79.70118081,0,,,0
672,672,530 Welham,,44.3420197,-79.67023057,0,,,0
674,674,Big Bay at Welham ,,44.35189,-79.670147,0,,,0
675,675,Churchill Drive,,44.3454862,-79.66983149,0,,,0
676,676,Churchill Drive,,44.34545915,-79.66973958,0,,,0
677,677,Ellis Drive,,44.348495,-79.669915,0,,,0
678,678,Ellis Drive,,44.34842448,-79.67003749,0,,,0
680,680,Welham at Mapleview,,44.33936528,-79.66985936,0,,,0
681,681,Welham at Mapleview,,44.33922249,-79.67000672,0,,,0
684,684,545 Welham ,,44.34212927,-79.67006377,0,,,0
695,695,Barrie Medical Arts,,44.38939941,-79.70355348,0,,,0
696,696,Barrie Medical Arts,,44.38949485,-79.70361215,0,,,0
699,699,Wellington Plaza,,44.38769346,-79.70626444,0,,,0
700,700,Wellington Plaza,,44.38667327,-79.70698462,0,,,0
704,704,Yonge at Big Bay Point,,44.35662146,-79.646705,0,,,0
705,705,Yonge at Big Bay Point,,44.35651809,-79.64697827,0,,,0
706,706,Mill Creek,,44.35967081,-79.65346446,0,,,0
707,707,Cox Mill Road,,44.3589561,-79.65243912,0,,,0
708,708,Cox Mill Road,,44.358831,-79.651742,0,,,0
709,709,D'Ambrosio Drive,,44.36106315,-79.6560055,0,,,0
710,710,D'Ambrosio Drive,,44.3608334,-79.65540499,0,,,0
711,711,Foster Drive,,44.36889988,-79.66626824,0,,,0
712,712,Foster Drive,,44.36896555,-79.66673841,0,,,0
715,715,Yonge at Huronia,,44.370509,-79.670599,0,,,0
716,716,Yonge at Huronia,,44.3700866,-79.66945894,0,,,0
717,717,Yonge at Little,,44.36649642,-79.66246134,0,,,0
718,718,Yonge at Little,,44.36631861,-79.66255445,0,,,0
719,719,Barrington Residence,,44.3639105,-79.65957671,0,,,0
720,720,Maclaren Avenue,Yonge at Maclaren Avenue,44.364547,-79.660047,0,,,0
721,721,MacMillan Crescent,,44.36288783,-79.65797763,0,,,0
722,722,Madelaine Drive,,44.35464896,-79.64176327,0,,,0
724,724,Big Bay Plaza,,44.35587356,-79.64462188,0,,,0
725,725,Barrie South GO Station,,44.35185862,-79.62838858,0,,,0
736,736,North Village Way,,44.34150661,-79.67819993,0,,,0
737,737,South Village Way,,44.33917077,-79.67928743,0,,,0
738,738,Saunders Road,,44.33288834,-79.6778266,0,,,0
