stop_lon,stop_timezone,stop_name,stop_id,parent_station,wheelchair_boarding,zone_id,stop_code,location_type,stop_url,preferred,stop_lat,stop_desc
-79.120489,,Whites Southbound @ Strouds (north stop),1756,,1,,1756,0,,2,43.829869,
-79.118976,,Whites Southbound @ Bayfield,1757,,1,,1757,0,,2,43.826304,
-79.116696,,Whites Southbound @ Sheppard,1759,,1,,1759,0,,2,43.821446,
-78.94666,,Northbound @ 807 Brock Street,176,,1,,176,0,,2,43.89055,
-79.077511,,Bayly Eastbound @ Sandy Beach,1760,,1,,1760,0,,2,43.83072700000001,
-79.07395099999998,,Bayly Eastbound @ Alliance,1761,,1,,1761,0,,2,43.83155,
-79.070556,,Bayly Eastbound @ Salk,1762,,1,,1762,0,,2,43.832321,
-79.06841759,,Bayly Eastbound @ Brock Road,1763,,1,,1763,0,,1,43.83279628,
-79.064971,,Bayly Eastbound @ Toy,1764,,1,,1764,0,,2,43.833567,
-79.0656863,,Bayly Westbound @ Toy,1765,,1,,1765,0,,2,43.8336033,
-79.068809,,Bayly Westbound @ Brock Road,1766,,1,,1766,0,,1,43.832884,
-79.0705011,,Bayly Westbound @ Salk,1767,,1,,1767,0,,2,43.8324969,
-79.074425,,Bayly Westbound @ Alliance,1768,,1,,1768,0,,2,43.83159,
-79.077296,,Bayly Westbound @ Sandy Beach,1769,,1,,1769,0,,2,43.830956,
-78.94736,,Brock Street Northbound @ Manning,177,,1,,177,0,,1,43.89226,
-79.08112199999998,,Bayly Westbound @ Krosno,1770,,1,,1770,0,,2,43.830141,
-79.08286699999998,,Bayly  @ Pickering Station,1771,,1,,1771,0,,2,43.82978700000001,
-79.092178,,Bayly Westbound @ St Martins,1772,,1,,1772,0,,2,43.82763700000001,
-79.129988,,Kingston Eastbound @ Rougemount,1776,,1,,1776,0,,2,43.80911600000001,
-79.123765,,Kingston Eastbound @ Rosebank,1777,,1,,1777,0,,2,43.812717,
-79.11821999999998,,Kingston Eastbound @ Steeple Hill,1778,,1,,1778,0,,1,43.816824,
-79.114699,,Kingston Eastbound @ Whites,1779,,1,,1779,0,,2,43.819366,
-79.110401,,Eastbound @ 817 Kingston,1780,,1,,1780,0,,2,43.82242200000001,
-79.1066,,Kingston Eastbound @ Fairport,1781,,1,,1781,0,,1,43.823526,
-79.098733,,Kingston Eastbound @ Dixie,1782,,1,,1782,0,,1,43.828459,
-79.096536,,Kingston Eastbound @ Walnut,1783,,1,,1783,0,,2,43.830837,
-79.08637299999998,,Kingston Eastbound @ Glenanna,1786,,1,,1786,0,,1,43.838707,
-79.081877,,Kingston Eastbound @ Valley Farm,1787,,1,,1787,0,,2,43.842456,
-79.0734468,,Kingston Eastbound @ Brock Road,1789,,1,,1789,0,,1,43.84806,
-78.9483474,,Brock Street Northbound @ Wallace,179,,1,,179,0,,2,43.8946592,
-79.0700786,,Kingston Eastbound @ Bainbridge,1790,,1,,1790,0,,2,43.8504078,
-79.085486,,Finch Westbound @ Valley Farm,1792,,1,,1792,0,,2,43.847733,
-78.947352,,Garden Northbound @ Taunton (South side stop),18,,1,,18,0,,2,43.91657707,
-78.9498138428324,,Brock Street Northbound @ Rossland,180,,1,,180,0,,2,43.89786581611692,
-78.95127364537692,,Brock Street Northbound @ Kenneth Hobbs,181,,1,,181,0,,2,43.90096372795096,
-78.95243295178959,,Brock Street Northbound @ Dryden,182,,1,,182,0,,1,43.90360615973618,
-78.953906,,Northbound @ 3603 Brock Street,183,,1,,183,0,,2,43.90666800000001,
-79.08241599999998,,Southbound @ 725 Krosno,1832,,1,,1832,0,,2,43.82171000000001,
-78.95486433761245,,Brock Street Northbound @ Woodlands,184,,1,,184,0,,1,43.90919615779485,
-79.0848981,,Liverpool Southbound @ Haller,1842,,1,,1842,0,,2,43.8230252,
-79.076493,,Brock Road Northbound @ Usman,1846,,1,,1846,0,,2,43.852804,
-79.077417,,Brock Road Northbound @ Major Oaks,1847,,1,,1847,0,,1,43.854784,
-79.08041799999998,,Dellbrook Westbound @ Melman,1849,,1,,1849,0,,2,43.858563,
-78.95640256128728,,Brock Street Northbound @ Joy Thompson,185,,1,,185,0,,2,43.91277413097844,
-79.0856358,,Dellbrook Westbound @ Blue Ridge (East stop),1852,,1,,1852,0,,2,43.8607027,
-79.089584,,Dellbrook Westbound @ Major Oaks,1854,,1,,1854,0,,2,43.860264,
-79.088725,,Major Oaks Southbound @ Pepperwood,1855,,1,,1855,0,,2,43.85834100000001,
-78.957317,,Brock Street Northbound @ Taunton,186,,1,,186,0,,2,43.91494265,
-79.07651799999998,,Southbound @ 2058 Brock Road (Brock Ridge Community Park),1861,,1,,1861,0,,2,43.85219,
-79.089437,,Finch Westbound @ Rosefield,1866,,1,,1866,0,,2,43.846859,
-78.958405,,Baldwin Northbound @ Broadleaf,187,,1,,187,0,,2,43.91826600000001,
-79.10971135653655,,Finch Westbound @ Duncannon,1872,,1,,1872,0,,2,43.84232084910814,
-79.11427994082172,,Finch Westbound @ Fairport,1873,,1,,1873,0,,2,43.84132877809322,
-78.960088,,Baldwin Northbound @ Robert Attersley,188,,1,,188,0,,2,43.922073,
-79.114864,,Finch Eastbound @ Fairport,1887,,1,,1887,0,,1,43.841082,
-79.11170584585518,,Finch Eastbound @ Huntsmill,1888,,1,,1888,0,,2,43.84172743428303,
-78.961574,,Baldwin Northbound @ Sleepy Hollow,189,,1,,189,0,,2,43.92549000000001,
-79.105023,,Finch Eastbound @ Dixie,1890,,1,,1890,0,,2,43.843166,
-79.0900957,,Finch Eastbound @ Rosefield,1894,,1,,1894,0,,2,43.84660860000001,
-78.961073,,Baldwin Northbound @ Robmar,190,,1,,190,0,,2,43.935355,
-78.96117,,Baldwin Southbound @ Robmar,191,,1,,191,0,,2,43.935439,
-79.084563,,Glenanna Southbound @ The Esplanade (South side stop),1915,,1,,1915,0,,2,43.83744,
-78.962027,,Baldwin Southbound @ Sonley,192,,1,,192,0,,2,43.925998,
-79.093254,,Glenanna Westbound @ Glendale,1920,,1,,1920,0,,2,43.838509,
-79.095309,,Glenanna Westbound @ Bronte,1921,,1,,1921,0,,2,43.83803000000001,
-79.09910499999998,,Glenanna Westbound @ Listowell,1922,,1,,1922,0,,2,43.83683700000001,
-79.1013673,,Glenanna Westbound @ Dixie,1923,,1,,1923,0,,2,43.8364337,
-78.96051,,Baldwin Southbound @ Robert Attersley (North side stop),193,,1,,193,0,,2,43.922437,
-79.099024,,Glenanna Eastbound @ Listowell,1933,,1,,1933,0,,2,43.836731,
-79.096622,,Glenanna Eastbound @ Bowler,1934,,1,,1934,0,,2,43.83762,
-79.09366799999998,,Glenanna Eastbound @ Glendale,1935,,1,,1935,0,,2,43.838287,
-79.0881538,,Glenanna Southbound @ Kingston,1936,,1,,1936,0,,1,43.8390289,
-79.065168,,Pickering Parkway Westbound @ Beechlawn,1947,,1,,1947,0,,2,43.843901,
-79.0698917,,Westbound @ 1738 Pickering Parkway,1949,,1,,1949,0,,2,43.8436022,
-78.958862,,Baldwin Southbound @ Broadleaf,195,,1,,195,0,,2,43.918627,
-78.95792659999998,,Baldwin Southbound @ Taunton,196,,1,,196,0,,2,43.9161151,
-79.078013,,Pickering Parkway Eastbound @ Valley Farm,1960,,1,,1960,0,,2,43.836906,
-79.072916,,Pickering Parkway Northbound @ Portland,1961,,1,,1961,0,,2,43.839791,
-79.073371,,Pickering Parkway Eastbound @ Dreyber,1962,,1,,1962,0,,2,43.8413,
-79.073721,,Pickering Parkway Eastbound @ Denmar,1963,,1,,1963,0,,2,43.84296100000001,
-79.070464,,Eastbound @ 1733 Pickering Parkway,1964,,1,,1964,0,,2,43.843629,
-79.0678524,,Eastbound @ 1755 Pickering Parkway,1965,,1,,1965,0,,2,43.8431731,
-79.065034,,Pickering Parkway Eastbound @ Beechlawn,1966,,1,,1966,0,,2,43.84381900000001,
-78.957001,,Southbound @ 3800 Brock Street,197,,1,,197,0,,2,43.913297,
-78.95500607203,,Brock Street Southbound @ Whitburn,198,,1,,198,0,,1,43.90858510693625,
-79.085622,,Liverpool Southbound @ Patmore,1986,,1,,1986,0,,2,43.824687,
-78.954297,,Southbound @ 3626 Brock Street,199,,1,,199,0,,2,43.907209,
-78.9524205159256,,Brock Street Southbound @ James Rowe,200,,1,,200,0,,1,43.90270016653976,
-79.084806,,Liverpool Northbound @ Haller,2002,,1,,2002,0,,2,43.823093,
-79.085611,,Liverpool Northbound @ Patmore,2003,,1,,2003,0,,2,43.824917,
-79.05785441,,Bayly Eastbound @ Squires Beach,2004,,1,,2004,0,,2,43.83507642,
-78.95121049249947,,Brock Street Southbound @ McCartney,201,,1,,201,0,,2,43.89984561573447,
-79.022832,,Finley Southbound @ Burden,2015,,1,,2015,0,,2,43.821244,
-79.01975093,,Lake Driveway Westbound @ Finley,2016,,1,,2016,0,,2,43.8190999,
-78.950113,,Brock Street Southbound @ Rossland,202,,1,,202,0,,2,43.897776,
-79.034075,,Lake Driveway Northbound @ Hawkins,2022,,1,,2022,0,,2,43.823774,
-79.032934,,Lake Driveway Northbound @ Kipling,2023,,1,,2023,0,,2,43.826225,
-79.012911,,Dreyer Eastbound @ Harwood,2026,,1,,2026,0,,2,43.83100300000001,
-79.003947,,Clover Ridge Southbound @ Bryant,2029,,1,,2029,0,,2,43.830365,
-78.94865,,Brock Street Southbound @ Palmerston,203,,1,,203,0,,2,43.89499,
-79.00503,,Clover Ridge Southbound @ Gregory,2030,,1,,2030,0,,2,43.829063,
-79.0073526,,Clover Ridge Westbound @ Crawford,2031,,1,,2031,0,,2,43.827273,
-78.990826,,Ashbury Eastbound @ Wiseman,2039,,1,,2039,0,,2,43.832912,
-78.94755,,Brock Street Southbound @ Starr (North side stop),204,,1,,204,0,,1,43.89251,
-78.985365,,Ashbury Eastbound @ Audley,2041,,1,,2041,0,,2,43.832005,
-78.9859383,,Audley Northbound @ Handley,2046,,1,,2046,0,,2,43.8348382,
-78.987718,,Audley Northbound @ Keywood,2050,,1,,2050,0,,2,43.848091,
-79.02482652,,Monarch Southbound @ Bayly,2052,,1,,2052,0,,2,43.8419315,
-79.023794,,Monarch Southbound @ Centennial,2053,,1,,2053,0,,2,43.839545,
-79.022383,,Southbound @ 556 Monarch,2054,,1,,2054,0,,2,43.83624600000001,
-79.021721,,Monarch Southbound @ Clements,2055,,1,,2055,0,,2,43.834733,
-79.01322,,Clover Ridge Westbound @ Harwood,2058,,1,,2058,0,,1,43.82619600000001,
-78.9467193,,Southbound @ 814 Brock Street,206,,1,,206,0,,2,43.8904162,
-79.013822,,Harwood Northbound @ Gorton,2065,,1,,2065,0,,2,43.82833209000001,
-79.014268,,Northbound @ 819 Harwood,2066,,1,,2066,0,,2,43.83001,
-79.014843,,Northbound @ 655 Harwood,2068,,1,,2068,0,,1,43.836126,
-79.01542,,Harwood Northbound @ Emperor (Lakeridge Health Ajax Pickering),2069,,1,,2069,0,,2,43.837528,
-78.945274,,Brock Street Southbound @ Maple,207,,1,,207,0,,2,43.886977,
-79.017956,,Harwood Northbound @ Falby,2070,,1,,2070,0,,2,43.839992,
-79.018082,,Harwood Northbound @ Bayly,2072,,1,,2072,0,,1,43.843789,
-79.019272,,Harwood Northbound @ Kings Crescent (South stop),2073,,1,,2073,0,,1,43.846645,
-79.02055799999998,,Harwood Northbound @ Kings Crescent (North stop),2074,,1,,2074,0,,2,43.84973200000001,
-79.020696,,Harwood Southbound @ Kings Crescent,2076,,1,,2076,0,,2,43.849235,
-79.018636,,Harwood Southbound @ Bayly,2078,,1,,2078,0,,1,43.844243,
-79.018227,,Harwood Southbound @ Falby,2079,,1,,2079,0,,2,43.839809,
-78.944315,,Brock Street Southbound @ Chestnut,208,,1,,208,0,,2,43.884855,
-79.015332,,Southbound @ 580 Harwood Avenue South (Lakeridge Health Ajax Pickering),2080,,1,,2080,0,,2,43.83667100000001,
-79.015122,,Harwood Southbound @ Clements,2081,,1,,2081,0,,2,43.83498800000001,
-79.01500299999998,,Southbound @ 766 Harwood,2082,,1,,2082,0,,2,43.83234800000001,
-79.014812,,Harwood Southbound @ Westney,2083,,1,,2083,0,,1,43.831109,
-78.99327,,Range Line Westbound @ Mayor,2088,,1,,2088,0,,2,43.83037,
-78.943838,,Brock Street Southbound @ Walnut,209,,1,,209,0,,2,43.883763,
-79.0021836,,Pickering Beach Northbound @ Rollo (South stop),2092,,1,,2092,0,,1,43.8317563,
-79.00351499999998,,Northbound @ 727 Pickering Beach,2093,,1,,2093,0,,2,43.83484,
-79.0042527,,Pickering Beach Northbound @ Rollo (North stop),2094,,1,,2094,0,,2,43.8365894,
-79.006067,,Pickering Beach Northbound @ Howling Crescent,2095,,1,,2095,0,,1,43.841101,
-79.006018,,Pickering Beach Northbound @ Greenhalf,2096,,1,,2096,0,,2,43.84355324,
-79.00557499999998,,Pickering Beach Northbound @ Powers Valley,2097,,1,,2097,0,,2,43.84503584,
-78.94316,,Brock Street Southbound @ Mary,210,,1,,210,0,,2,43.882233,
-78.942282,,Brock Street Southbound @ Dundas,211,,1,,211,0,,1,43.87995200000001,
-78.941093,,Brock Street Southbound @ Gilbert,212,,1,,212,0,,2,43.876878,
-78.940579,,Brock Street Southbound @ Ontario,213,,1,,213,0,,2,43.87582900000001,
-79.02769499999998,,Harwood Northbound @ Biggs,2136,,1,,2136,0,,2,43.881794,
-79.028774,,Harwood Northbound @ Woodcock,2137,,1,,2137,0,,2,43.88408900000001,
-79.032422,,Harwood Westbound @ Woodcock,2138,,1,,2138,0,,2,43.885292,
-79.0372909,,Harwood Northbound @ Williamson,2139,,1,,2139,0,,2,43.8880633,
-78.939683,,Brock Street Southbound @ Trent,214,,1,,214,0,,2,43.873776,
-79.03234399999998,,Harwood Southbound @ Woodcock,2141,,1,,2141,0,,2,43.88507983,
-79.030202,,Southbound @ 1370 Harwood,2142,,1,,2142,0,,2,43.884808,
-79.028197,,Harwood Southbound @ Biggs,2143,,1,,2143,0,,2,43.88232766,
-79.0273906,,Harwood Southbound @ Rossland,2144,,1,,2144,0,,2,43.8802553,
-79.026265,,Harwood Southbound @ Fishlock,2145,,1,,2145,0,,2,43.877704,
-79.024716,,Harwood Southbound @ Hibbard,2146,,1,,2146,0,,2,43.874193,
-79.024269,,Harwood Southbound @ Kerrison,2147,,1,,2147,0,,2,43.87033000000001,
-79.02528,,Harwood Southbound @ Ringer,2148,,1,,2148,0,,2,43.867723,
-79.026404,,Harwood Southbound @ Chapman,2149,,1,,2149,0,,2,43.86438600000001,
-78.93923599999998,,Southbound @ 786 Brock Street,215,,1,,215,0,,2,43.872757,
-79.02633899999998,,Harwood Southbound @ Kingston,2151,,1,,2151,0,,2,43.861847,
-79.02495999999998,,Harwood Southbound @ Gardiner,2152,,1,,2152,0,,2,43.858871,
-79.024118,,Harwood Southbound @ Ontario,2153,,1,,2153,0,,2,43.857094,
-79.023336,,Harwood Southbound @ Brock Street,2154,,1,,2154,0,,2,43.855292,
-79.02292199999998,,Harwood Northbound @ Oak,2155,,1,,2155,0,,2,43.854752,
-79.023745,,Harwood Northbound @ Doric,2156,,1,,2156,0,,2,43.856625,
-79.024518,,Harwood Northbound @ Mandrake,2157,,1,,2157,0,,2,43.858455,
-79.02605,,Harwood Northbound @ Kingston,2158,,1,,2158,0,,2,43.861921,
-79.026117,,Harwood Northbound @ Chapman,2159,,1,,2159,0,,2,43.863997,
-78.938597,,Brock Street Southbound @ Burns,216,,1,,216,0,,1,43.871232,
-79.025183,,Harwood Northbound @ Ringer,2160,,1,,2160,0,,2,43.867257,
-79.024135,,Harwood Northbound @ Kerrison,2161,,1,,2161,0,,2,43.869841,
-79.02424999999998,,Harwood Northbound @ Hibbard,2162,,1,,2162,0,,2,43.873823,
-79.025754,,Harwood Northbound @ Fishlock,2163,,1,,2163,0,,2,43.877314,
-79.02673,,Harwood Northbound @ Rossland,2164,,1,,2164,0,,2,43.87954400000001,
-79.04696,,Rossland Eastbound @ Pearce,2168,,1,,2168,0,,2,43.87530000000001,
-79.04190199999998,,Rossland Eastbound @ Westney,2169,,1,,2169,0,,1,43.876463,
-78.9376805,,Brock Street Southbound @ Arthur,217,,1,,217,0,,2,43.8691799,
-79.019467,,Rossland Eastbound @ Salem,2171,,1,,2171,0,,1,43.881463,
-79.011115,,Rossland Eastbound @ Rushworth,2172,,1,,2172,0,,1,43.883402,
-79.007262,,Rossland Eastbound @ Hilton,2173,,1,,2173,0,,2,43.884305,
-79.004013,,Rossland Eastbound @ Audley,2174,,1,,2174,0,,2,43.885035,
-78.993144,,Rossland Eastbound @ Lake Ridge,2175,,1,,2175,0,,2,43.887478,
-78.993369,,Rossland Westbound @ Lake Ridge,2176,,1,,2176,0,,2,43.887606,
-79.003906,,Rossland Westbound @ Audley,2177,,1,,2177,0,,2,43.885183,
-79.007121,,Rossland Westbound @ Hilton,2178,,1,,2178,0,,2,43.884465,
-79.01085999999998,,Rossland Westbound @ Rushworth,2179,,1,,2179,0,,1,43.883554,
-79.049211,,Ravenscroft Northbound @ Brennan,2182,,1,,2182,0,,2,43.864849,
-79.050094,,Ravenscroft Northbound @ Matthews,2183,,1,,2183,0,,2,43.866904,
-79.051332,,Ravenscroft Northbound @ Delaney,2184,,1,,2184,0,,2,43.869752,
-79.052373,,Ravenscroft Northbound @ Hyde,2185,,1,,2185,0,,2,43.872168,
-79.061829,,Church Southbound @ Strickland,2204,,1,,2204,0,,2,43.868838,
-79.061098,,Southbound @ 570 Church,2205,,1,,2205,0,,2,43.86716,
-79.059791,,Church Southbound @ Delaney,2206,,1,,2206,0,,2,43.86411300000001,
-79.05909,,Southbound @ 370 Church,2207,,1,,2207,0,,2,43.86250900000001,
-79.057714,,Church Southbound @ Meekings,2208,,1,,2208,0,,2,43.85935,
-79.05582,,Church Southbound @ Kingston,2209,,1,,2209,0,,2,43.854942,
-79.00946,,Kingston Eastbound @ Wicks,2218,,1,,2218,0,,2,43.8648288,
-79.00020499999998,,Kingston Eastbound @ Alexanders Crossing,2220,,1,,2220,0,,2,43.866897,
-78.996374,,Kingston Eastbound @ Audley,2221,,1,,2221,0,,2,43.867763,
-79.060413,,Kingston Eastbound @ Elizabeth,2233,,1,,2233,0,,2,43.85324,
-79.056628,,Eastbound @ 625 Kingston,2234,,1,,2234,0,,1,43.85417000000001,
-79.048411,,Kingston Eastbound @ Mill,2235,,1,,2235,0,,2,43.85603900000001,
-79.0409645,,Kingston Eastbound @ Westney,2236,,1,,2236,0,,1,43.8576991,
-79.035728,,Kingston Eastbound @ Ritchie,2238,,1,,2238,0,,2,43.858841,
-79.028621,,Eastbound @ 113 Kingston,2240,,1,,2240,0,,2,43.860433,
-79.025056,,Kingston Eastbound @ Harwood,2241,,1,,2241,0,,1,43.861263,
-79.021604,,Eastbound @ 69 Kingston,2242,,1,,2242,0,,2,43.862037,
-79.020109,,Rossland Westbound @ Salem,2244,,1,,2244,0,,2,43.881479,
-79.04816599999998,,Westney Southbound @ Atherton,2246,,1,,2246,0,,2,43.88795600000001,
-79.047031,,Westney Southbound @ Williamson,2247,,1,,2247,0,,2,43.88526,
-79.045538,,Southbound @ 1328 Westney,2248,,1,,2248,0,,2,43.881817,
-79.04483999999998,,Westney Southbound @ Telford,2249,,1,,2249,0,,2,43.880069,
-78.922613,,Anderson Northbound @ Dundas,225,,1,,225,0,,2,43.884831,
-79.043719,,Westney Southbound @ Rossland (North side stop),2250,,1,,2250,0,,2,43.877313,
-79.0432136,,Westney Northbound @ Rossland,2252,,1,,2252,0,,1,43.87696840000001,
-79.044516,,Westney Northbound @ Telford,2253,,1,,2253,0,,2,43.879701,
-79.045439,,Northbound @ 1331 Westney,2254,,1,,2254,0,,2,43.881886,
-79.047648,,Westney Northbound @ Curtis,2256,,1,,2256,0,,2,43.88721000000001,
-79.048786,,Northbound @ 1753 Westney,2257,,1,,2257,0,,2,43.88983600000001,
-79.042872,,Westney Southbound @ Rossland (South side stop),2258,,1,,2258,0,,1,43.87519152,
-79.041717,,Westney Southbound @ Coughlen,2259,,1,,2259,0,,2,43.872596,
-78.923509,,Anderson Northbound @ Crawforth,226,,1,,226,0,,2,43.886903,
-79.04054189999998,,Westney Southbound @ Ivers,2260,,1,,2260,0,,2,43.8698042,
-79.039272,,Westney Southbound @ Delaney,2261,,1,,2261,0,,1,43.866866,
-79.039095,,Southbound @ 350 Westney,2262,,1,,2262,0,,2,43.86482,
-79.0398311,,Southbound @ 216 Westney,2263,,1,,2263,0,,2,43.8632403,
-79.041014,,Westney Southbound @ Millington,2264,,1,,2264,0,,2,43.860608,
-79.041345,,Westney Southbound @ Bramwell,2266,,1,,2266,0,,2,43.854027,
-79.03957,,Westney Southbound @ Fairall,2268,,1,,2268,0,,2,43.846828,
-79.03655988,,Westney Southbound @ O'Brien,2269,,1,,2269,0,,2,43.8434567,
-78.925314,,Anderson Northbound @ Frederick,227,,1,,227,0,,2,43.890994,
-79.035459,,Westney Southbound @ Bayly,2270,,1,,2270,0,,2,43.84046,
-79.016374,,Westney Eastbound @ Harwood,2276,,1,,2276,0,,2,43.83075500000001,
-79.032781,,Westney Northbound @ Clements,2277,,1,,2277,0,,2,43.831821,
-78.925967,,Anderson Northbound @ Maplewood,228,,1,,228,0,,2,43.892564,
-79.0353224,,Westney Northbound @ Bayly (North side stop),2280,,1,,2280,0,,2,43.8412546,
-79.036025,,Westney Northbound @ O'Brien,2281,,1,,2281,0,,2,43.843068,
-79.041066,,Westney Northbound @ Ritchie,2282,,1,,2282,0,,2,43.853799,
-79.04155679,,Westney Northbound @ Kingston,2283,,1,,2283,0,,2,43.85724787,
-79.040329,,Westney Northbound @ Ravenscroft,2285,,1,,2285,0,,2,43.861546,
-79.038754,,Westney Northbound @ Magill,2286,,1,,2286,0,,1,43.866181,
-79.040561,,Westney Northbound @ Ivers,2287,,1,,2287,0,,2,43.87030193,
-79.04188859999998,,Westney Northbound @ Sullivan,2288,,1,,2288,0,,2,43.8737626,
-79.086894,,Liverpool Northbound @ Bayly,2298,,1,,2298,0,,2,43.827964,
-79.04730836,,Bayly Eastbound @ Church,2299,,1,,2299,0,,1,43.83746702,
-79.03458,,Bayly Eastbound @ Westney,2300,,1,,2300,0,,2,43.840287,
-79.030872,,Bayly Eastbound @ Finley,2301,,1,,2301,0,,2,43.841093,
-79.02756599999998,,Bayly Eastbound @ Mackenzie,2302,,1,,2302,0,,2,43.841851,
-79.025254,,Bayly Eastbound @ Monarch,2303,,1,,2303,0,,2,43.8423437,
-79.02351899999998,,Bayly Eastbound @ Woodchester,2304,,1,,2304,0,,2,43.842726,
-79.02102331,,Bayly Eastbound @ Kitney,2305,,1,,2305,0,,2,43.84332238201808,
-79.012218,,Bayly Eastbound @ Burcher,2307,,1,,2307,0,,2,43.845278,
-79.009096,,Bayly Eastbound @ Porte,2308,,1,,2308,0,,2,43.846033,
-79.006585,,Bayly Eastbound @ Pickering Beach,2309,,1,,2309,0,,1,43.846502,
-78.99917499999998,,Bayly Eastbound @ Shoal Point,2310,,1,,2310,0,,2,43.848164,
-78.99802099999998,,Bayly Westbound @ Shoal Point,2311,,1,,2311,0,,2,43.84862720000001,
-79.00124,,Bayly Westbound @ Boone,2312,,1,,2312,0,,2,43.847892,
-79.00565,,Bayly Westbound @ Salem,2313,,1,,2313,0,,1,43.84699,
-79.009124,,Bayly Westbound @ Porte,2314,,1,,2314,0,,2,43.846159,
-79.01148499999998,,Bayly Westbound @ Burcher,2315,,1,,2315,0,,2,43.845625,
-79.017732,,Bayly Westbound @ Harwood,2316,,1,,2316,0,,1,43.844242,
-79.020186,,Bayly Westbound @ Commercial,2317,,1,,2317,0,,2,43.843703,
-79.021975,,Bayly Westbound @ Woodchester,2318,,1,,2318,0,,2,43.843281,
-79.024703,,Bayly Westbound @ Monarch,2319,,1,,2319,0,,2,43.842681,
-79.0278284,,Bayly Westbound @ Mackenzie,2320,,1,,2320,0,,2,43.8419865,
-79.030484,,Bayly Westbound @ Finley,2321,,1,,2321,0,,2,43.84141000000001,
-79.035039,,Bayly Westbound @ Westney,2322,,1,,2322,0,,2,43.840417,
-79.05759999999998,,Bayly Westbound @ Squires Beach,2323,,1,,2323,0,,2,43.83537,
-79.04777984,,Bayly Westbound @ Church,2324,,1,,2324,0,,1,43.83755071,
-79.02333478682516,,Hunt Westbound @ Mills,2326,,1,,2326,0,,2,43.84675350879057,
-79.030842,,Fairall Westbound @ Dowty,2328,,1,,2328,0,,2,43.848622,
-79.034274,,Fairall Westbound @ McMaster,2329,,1,,2329,0,,2,43.847858,
-79.038432,,Fairall Westbound @ Westney,2330,,1,,2330,0,,2,43.84696000000001,
-79.0381401,,Fairall Eastbound @ Westney (East side stop),2331,,1,,2331,0,,2,43.8469093,
-79.034135,,Fairall Eastbound @ McMaster,2332,,1,,2332,0,,2,43.847784,
-79.0293951,,Fairall Eastbound @ Dowty,2333,,1,,2333,0,,2,43.8488203,
-79.0209055885104,,Hunt Eastbound @ Harwood,2335,,1,,2335,0,,2,43.84718321812876,
-79.024869,,Eastbound @ 87 Station,2351,,1,,2351,0,,2,43.850729,
-79.021846,,Station Eastbound @ Harwood,2352,,1,,2352,0,,2,43.85141200000001,
-79.038914,,Eastbound @ 43 Taunton,2398,,1,,2398,0,,2,43.896029,
-79.034803,,Taunton Eastbound @ Middlecote,2399,,1,,2399,0,,2,43.896906,
-79.0312632,,Taunton Eastbound @ Salem,2400,,1,,2400,0,,1,43.897731,
-79.0245374,,Taunton Eastbound @ Gillett,2401,,1,,2401,0,,2,43.8993868,
-79.017127,,Taunton Eastbound @ Warner,2402,,1,,2402,0,,1,43.901133,
-79.011461,,Taunton Eastbound @ Audley,2403,,1,,2403,0,,2,43.902546,
-79.011878,,Taunton Westbound @ Audley,2404,,1,,2404,0,,2,43.90267,
-79.01660699999998,,Taunton Westbound @ Warner,2405,,1,,2405,0,,1,43.9015153,
-79.0315523,,Taunton Westbound @ Salem,2406,,1,,2406,0,,1,43.8979268,
-79.0342846,,Taunton Westbound @ Middlecote,2407,,1,,2407,0,,2,43.8972765,
-79.1330801,,Eastbound @ 6 Welwood,2416,,1,,2416,0,,2,44.087782,
-79.131489,,Plaza Northbound @ Welwood,2417,,1,,2417,0,,2,44.089648,
-79.132073,,Toronto Northbound @ Douglas,2418,,1,,2418,0,,2,44.09199000000001,
-79.12808,,Toronto Northbound @ Elgin Park,2419,,1,,2419,0,,2,44.097727,
-79.125598,,Toronto Northbound @ Campbell,2420,,1,,2420,0,,2,44.101583,
-79.123332,,Toronto Northbound @ Poplar,2421,,1,,2421,0,,2,44.106913,
-79.122461,,Toronto Northbound @ Brock Street (North side stop),2422,,1,,2422,0,,2,44.109303,
-79.122648,,Toronto Street Southbound @ Brock Street,2424,,1,,2424,0,,2,44.10911,
-79.124135,,Toronto Southbound @ Peel,2425,,1,,2425,0,,2,44.105762,
-79.124941,,Toronto Southbound @ Mill,2426,,1,,2426,0,,2,44.104382,
-79.125703,,Toronto Southbound @ Campbell,2427,,1,,2427,0,,2,44.102555,
-79.113612,,Reach Eastbound @ East,2428,,1,,2428,0,,2,44.104907,
-79.111752,,Reach Eastbound @ Hamilton,2429,,1,,2429,0,,2,44.104684,
-79.109229,,Reach Eastbound @ Testa,2430,,1,,2430,0,,2,44.104464,
-79.108006,,Reach Northbound @ Coral Creek,2431,,1,,2431,0,,2,44.104497,
-79.115832,,Franklin Northbound @ Parkside,2433,,1,,2433,0,,2,44.106913,
-79.117222,,Franklin Northbound @ Brock Street,2434,,1,,2434,0,,2,44.109968,
-79.128533,,Toronto Southbound @ Elgin Park,2436,,1,,2436,0,,2,44.09739900000001,
-79.12506,,Toronto Northbound @ Mill,2437,,1,,2437,0,,2,44.10394500000001,
-79.123036,,Toronto Southbound @ Brock Street (South side stop),2438,,1,,2438,0,,2,44.107718,
